"case","ramplab","change.year","Year","SSB","F","R"
"Cmult","Sudden",2000,1982,23754.82,0.1978262,20090.32
"Cmult","Sudden",2000,1983,20999.25,0.2808656,9443.252
"Cmult","Sudden",2000,1984,18601.16,0.3477453,5311.891
"Cmult","Sudden",2000,1985,17189.2,0.3992753,4006.514
"Cmult","Sudden",2000,1986,15243.57,0.3821811,16810.98
"Cmult","Sudden",2000,1987,13307.95,0.3383621,11194.22
"Cmult","Sudden",2000,1988,10928.87,0.4059409,11177.26
"Cmult","Sudden",2000,1989,8333.221,0.3302977,18587.62
"Cmult","Sudden",2000,1990,7219.59,0.2307428,22773.62
"Cmult","Sudden",2000,1991,6685.992,0.3804211,21791.2
"Cmult","Sudden",2000,1992,5911.038,0.4084297,34319.16
"Cmult","Sudden",2000,1993,5567.468,0.6433057,63300.48
"Cmult","Sudden",2000,1994,5243.597,0.7552214,70444.61
"Cmult","Sudden",2000,1995,6389.118,0.5588113,58239.58
"Cmult","Sudden",2000,1996,8393.988,0.3496239,91067.64
"Cmult","Sudden",2000,1997,11672.1,0.2194896,122857.6
"Cmult","Sudden",2000,1998,18126.11,0.1457977,126446.6
"Cmult","Sudden",2000,1999,25640.26,0.09561043,117812.5
"Cmult","Sudden",2000,2000,31277.3,0.5074584,79340.57
"Cmult","Sudden",2000,2001,29866.75,0.595336,51617.12
"Cmult","Sudden",2000,2002,31128.38,0.5680572,25679.37
"Cmult","Sudden",2000,2003,29136.9,0.7324378,21150.95
"Cmult","Sudden",2000,2004,23976.64,0.8306847,27817.78
"Cmult","Sudden",2000,2005,20212.17,1.110315,61639.88
"Cmult","Sudden",2000,2006,13658.79,0.9802769,35462.43
"Cmult","Sudden",2000,2007,11642.74,0.6440538,25948.07
"Cmult","Sudden",2000,2008,11667.13,0.6684802,22698.6
"Cmult","Sudden",2000,2009,12675.67,0.8182794,38783.69
"Cmult","Sudden",2000,2010,12290.93,0.8047658,47106.89
"Cmult","Sudden",2000,2011,12149.34,0.8566853,24215.22
"Cmult","Sudden",2000,2012,11195.88,1.064559,41930.42
"Cmult","Sudden",2000,2013,10308.86,0.7880525,54917.78
"Cmult","Sudden",2000,2014,11678.29,0.5772824,141768.8
"Cmult","Sudden",2000,2015,13749.94,0.4292269,27339.47
"Cmult","Sudden",2005,1982,22861.18,0.2069361,17123.74
"Cmult","Sudden",2005,1983,19905.25,0.2957582,7957.045
"Cmult","Sudden",2005,1984,17248.75,0.3607761,4413.344
"Cmult","Sudden",2005,1985,15620.89,0.4016928,3305.295
"Cmult","Sudden",2005,1986,13687.9,0.3813668,14087.74
"Cmult","Sudden",2005,1987,11826.07,0.343086,9239.738
"Cmult","Sudden",2005,1988,9599.86,0.411613,9013.731
"Cmult","Sudden",2005,1989,7223.745,0.3495707,14469.51
"Cmult","Sudden",2005,1990,6107.959,0.2581655,16243.3
"Cmult","Sudden",2005,1991,5470.504,0.4203226,13700.81
"Cmult","Sudden",2005,1992,4623.908,0.4717797,18448.27
"Cmult","Sudden",2005,1993,4067.597,0.8043201,28639.24
"Cmult","Sudden",2005,1994,3458.675,1.062459,26701.22
"Cmult","Sudden",2005,1995,3686.58,0.9721259,19185.73
"Cmult","Sudden",2005,1996,4025.857,0.7761432,27588.18
"Cmult","Sudden",2005,1997,4620.979,0.6335941,36993.53
"Cmult","Sudden",2005,1998,6016.345,0.5168101,41509.59
"Cmult","Sudden",2005,1999,7246.763,0.38454,44978.09
"Cmult","Sudden",2005,2000,8154.571,0.3826598,34830.64
"Cmult","Sudden",2005,2001,8980.886,0.4150173,25464.08
"Cmult","Sudden",2005,2002,10765.84,0.3353167,13405.52
"Cmult","Sudden",2005,2003,11898.69,0.3523309,11307.24
"Cmult","Sudden",2005,2004,12706.82,0.2665022,15094.61
"Cmult","Sudden",2005,2005,13674.32,1.16315,33608.2
"Cmult","Sudden",2005,2006,8242.328,0.9626745,19318.33
"Cmult","Sudden",2005,2007,6695.967,0.6292295,14145.18
"Cmult","Sudden",2005,2008,6549.475,0.6594691,12367.3
"Cmult","Sudden",2005,2009,7020.656,0.8125546,21115.54
"Cmult","Sudden",2005,2010,6797.757,0.8013464,25494.05
"Cmult","Sudden",2005,2011,6720.143,0.8559964,13058.3
"Cmult","Sudden",2005,2012,6196.067,1.062913,22496.68
"Cmult","Sudden",2005,2013,5684.309,0.7901956,29277.46
"Cmult","Sudden",2005,2014,6407.282,0.5821095,74732.1
"Cmult","Sudden",2005,2015,7501.832,0.437121,14588.43
"Cmult","Sudden",2010,1982,22073.24,0.2151469,15902.42
"Cmult","Sudden",2010,1983,19027.39,0.3084921,7371.585
"Cmult","Sudden",2010,1984,16280.76,0.3731516,4076.14
"Cmult","Sudden",2010,1985,14597.17,0.4095354,3058.845
"Cmult","Sudden",2010,1986,12725.46,0.3869171,13248.25
"Cmult","Sudden",2010,1987,10958.2,0.3494193,8698.273
"Cmult","Sudden",2010,1988,8856.724,0.4179741,8476.112
"Cmult","Sudden",2010,1989,6633.748,0.3609388,13663.43
"Cmult","Sudden",2010,1990,5566.557,0.2722804,15249.91
"Cmult","Sudden",2010,1991,4953.75,0.4350934,12680.54
"Cmult","Sudden",2010,1992,4191.103,0.485469,16765.3
"Cmult","Sudden",2010,1993,3696.042,0.8054583,25484.29
"Cmult","Sudden",2010,1994,3159.748,1.047256,23122.76
"Cmult","Sudden",2010,1995,3353.916,0.9657869,16034.94
"Cmult","Sudden",2010,1996,3596.724,0.7935411,21990.32
"Cmult","Sudden",2010,1997,4018.647,0.6741672,27666.87
"Cmult","Sudden",2010,1998,5056.808,0.5741107,28046.94
"Cmult","Sudden",2010,1999,5845.771,0.4459578,26264.09
"Cmult","Sudden",2010,2000,6264.507,0.4656144,18183.03
"Cmult","Sudden",2010,2001,6443.007,0.546117,12334.49
"Cmult","Sudden",2010,2002,6983.715,0.5075054,6515.531
"Cmult","Sudden",2010,2003,6736.841,0.6886812,5882.247
"Cmult","Sudden",2010,2004,5608.32,0.8116176,8537.852
"Cmult","Sudden",2010,2005,4755.365,1.053877,20502.22
"Cmult","Sudden",2010,2006,3343.378,0.832827,12537.17
"Cmult","Sudden",2010,2007,3153.4,0.4503205,9554.764
"Cmult","Sudden",2010,2008,3624.284,0.4055043,8541.225
"Cmult","Sudden",2010,2009,4581.966,0.3973085,14823.39
"Cmult","Sudden",2010,2010,5005.118,0.7655582,18188.15
"Cmult","Sudden",2010,2011,4803.537,0.8299905,9414.711
"Cmult","Sudden",2010,2012,4365.571,1.043952,16283.8
"Cmult","Sudden",2010,2013,4017.998,0.7796158,21158.79
"Cmult","Sudden",2010,2014,4571.368,0.5706248,53064.46
"Cmult","Sudden",2010,2015,5389.67,0.4207612,10484.57
"Cmult","Ramp4",2000,1982,24621.3,0.1894862,22307.45
"Cmult","Ramp4",2000,1983,21997.11,0.2669248,10650.48
"Cmult","Ramp4",2000,1984,19795.79,0.3300839,6111.17
"Cmult","Ramp4",2000,1985,18630.06,0.3796249,4694.659
"Cmult","Ramp4",2000,1986,16851.26,0.3579818,19992.8
"Cmult","Ramp4",2000,1987,15066.77,0.307868,13729.17
"Cmult","Ramp4",2000,1988,12768.02,0.3583864,14338.9
"Cmult","Ramp4",2000,1989,10186.58,0.2742062,25819.22
"Cmult","Ramp4",2000,1990,9267.698,0.1808894,35691.57
"Cmult","Ramp4",2000,1991,8989.373,0.2862715,38056.69
"Cmult","Ramp4",2000,1992,8559.38,0.2812307,64300.45
"Cmult","Ramp4",2000,1993,9022.81,0.3828207,118878.3
"Cmult","Ramp4",2000,1994,9783.897,0.3799903,124623.7
"Cmult","Ramp4",2000,1995,13510.74,0.2388034,95198.88
"Cmult","Ramp4",2000,1996,18853.96,0.3660649,138007.8
"Cmult","Ramp4",2000,1997,23674.71,0.4167166,177365.3
"Cmult","Ramp4",2000,1998,31161.06,0.4475951,178797.4
"Cmult","Ramp4",2000,1999,36682.86,0.4307231,164825.5
"Cmult","Ramp4",2000,2000,38792.25,0.5229161,110396.4
"Cmult","Ramp4",2000,2001,38828.01,0.6028959,71681.52
"Cmult","Ramp4",2000,2002,41625.84,0.570459,35613.57
"Cmult","Ramp4",2000,2003,39640.57,0.7306953,29318.53
"Cmult","Ramp4",2000,2004,32773.64,0.8247727,38538
"Cmult","Ramp4",2000,2005,27706.15,1.117426,85330.05
"Cmult","Ramp4",2000,2006,18708.46,0.987095,49102.72
"Cmult","Ramp4",2000,2007,15945.25,0.6496501,35930.81
"Cmult","Ramp4",2000,2008,15997,0.6740252,31444.73
"Cmult","Ramp4",2000,2009,17425.77,0.8252308,53750.6
"Cmult","Ramp4",2000,2010,16912.68,0.8120318,65431.81
"Cmult","Ramp4",2000,2011,16718.72,0.8637477,33706.41
"Cmult","Ramp4",2000,2012,15402.06,1.073196,58489.06
"Cmult","Ramp4",2000,2013,14197.09,0.7944376,76777.54
"Cmult","Ramp4",2000,2014,16107.53,0.5814277,198788.5
"Cmult","Ramp4",2000,2015,19009.07,0.4308491,38382.69
"Cmult","Ramp4",2005,1982,23117.09,0.2041746,18169.59
"Cmult","Ramp4",2005,1983,20234.76,0.2912256,8474.254
"Cmult","Ramp4",2005,1984,17670.43,0.3575705,4720.459
"Cmult","Ramp4",2005,1985,16111.92,0.4031241,3539.969
"Cmult","Ramp4",2005,1986,14165.25,0.3844403,14962.86
"Cmult","Ramp4",2005,1987,12267.88,0.3444337,9840.488
"Cmult","Ramp4",2005,1988,9977.895,0.4142576,9645.063
"Cmult","Ramp4",2005,1989,7516.616,0.3478122,15550.64
"Cmult","Ramp4",2005,1990,6387.965,0.2524903,17768.87
"Cmult","Ramp4",2005,1991,5774.179,0.4147787,15460.82
"Cmult","Ramp4",2005,1992,4932.475,0.4617358,21772.09
"Cmult","Ramp4",2005,1993,4396.36,0.7794581,35760.06
"Cmult","Ramp4",2005,1994,3814.927,1.009811,35640.55
"Cmult","Ramp4",2005,1995,4198.931,0.8783353,27796.32
"Cmult","Ramp4",2005,1996,4835.519,0.6502222,43323.02
"Cmult","Ramp4",2005,1997,5940.4,0.481798,61637.24
"Cmult","Ramp4",2005,1998,8355.212,0.3567662,69386.6
"Cmult","Ramp4",2005,1999,10915.02,0.2451408,70139.59
"Cmult","Ramp4",2005,2000,13362.48,0.2211781,50120.77
"Cmult","Ramp4",2005,2001,15905.36,0.3554484,34068.09
"Cmult","Ramp4",2005,2002,18992.22,0.3965007,17273.87
"Cmult","Ramp4",2005,2003,19235.01,0.5905116,14356.82
"Cmult","Ramp4",2005,2004,16846.22,0.7405813,18967.24
"Cmult","Ramp4",2005,2005,14467.65,1.100466,42051.44
"Cmult","Ramp4",2005,2006,9573.72,0.9674428,24203.24
"Cmult","Ramp4",2005,2007,8075.506,0.6369489,17724.77
"Cmult","Ramp4",2005,2008,8046.468,0.6629745,15510.66
"Cmult","Ramp4",2005,2009,8712.254,0.812471,26506.34
"Cmult","Ramp4",2005,2010,8447.519,0.7991768,32117.74
"Cmult","Ramp4",2005,2011,8356.616,0.8517211,16484.14
"Cmult","Ramp4",2005,2012,7710.936,1.057668,28469.98
"Cmult","Ramp4",2005,2013,7097.64,0.7824145,37161.79
"Cmult","Ramp4",2005,2014,8031.928,0.5731852,95355.77
"Cmult","Ramp4",2005,2015,9438.71,0.4275041,18474.45
"Cmult","Ramp4",2010,1982,22292.98,0.2128003,16206.61
"Cmult","Ramp4",2010,1983,19269.06,0.3048799,7518.414
"Cmult","Ramp4",2010,1984,16542.57,0.3695978,4160.586
"Cmult","Ramp4",2010,1985,14869.64,0.4070823,3120.079
"Cmult","Ramp4",2010,1986,12979.57,0.3850524,13451.24
"Cmult","Ramp4",2010,1987,11186.36,0.3474512,8825.651
"Cmult","Ramp4",2010,1988,9051.842,0.4159469,8599.998
"Cmult","Ramp4",2010,1989,6788.704,0.357687,13840.67
"Cmult","Ramp4",2010,1990,5707.632,0.2683974,15453.29
"Cmult","Ramp4",2010,1991,5086.18,0.4310476,12876.42
"Cmult","Ramp4",2010,1992,4298.908,0.4820155,17067.92
"Cmult","Ramp4",2010,1993,3784.227,0.8075448,26009.34
"Cmult","Ramp4",2010,1994,3224.365,1.056646,23687.39
"Cmult","Ramp4",2010,1995,3420.457,0.9746483,16506.83
"Cmult","Ramp4",2010,1996,3675.812,0.7971802,22759.11
"Cmult","Ramp4",2010,1997,4122.138,0.6740953,28834.51
"Cmult","Ramp4",2010,1998,5211.298,0.5702813,29559.79
"Cmult","Ramp4",2010,1999,6058.751,0.4397041,28637.54
"Cmult","Ramp4",2010,2000,6534.524,0.4566616,21151.25
"Cmult","Ramp4",2010,2001,6776.712,0.5326659,15360.81
"Cmult","Ramp4",2010,2002,7440.561,0.4881382,8356.157
"Cmult","Ramp4",2010,2003,7327.554,0.6480583,7450.174
"Cmult","Ramp4",2010,2004,6391.024,0.7009697,10447.5
"Cmult","Ramp4",2010,2005,6000.598,0.7671239,24347.57
"Cmult","Ramp4",2010,2006,4805.744,0.7122791,14444.76
"Cmult","Ramp4",2010,2007,4580.712,0.4726194,10757.4
"Cmult","Ramp4",2010,2008,4852.517,0.5405149,9491.447
"Cmult","Ramp4",2010,2009,5370.126,0.7190597,16291.46
"Cmult","Ramp4",2010,2010,5254.955,0.7751458,19816.76
"Cmult","Ramp4",2010,2011,5157.628,0.8330452,10221.18
"Cmult","Ramp4",2010,2012,4753.816,1.038323,17676.8
"Cmult","Ramp4",2010,2013,4394.388,0.7669052,23015.1
"Cmult","Ramp4",2010,2014,4994.443,0.5587602,58137.49
"Cmult","Ramp4",2010,2015,5883.05,0.4144643,11476.17
"Cmult","Ramp9",2005,1982,23568.25,0.1996048,19896.67
"Cmult","Ramp9",2005,1983,20798.04,0.283584,9362.663
"Cmult","Ramp9",2005,1984,18386.84,0.350573,5273.424
"Cmult","Ramp9",2005,1985,16970.44,0.4011253,3986.807
"Cmult","Ramp9",2005,1986,15050.53,0.3830977,16819.95
"Cmult","Ramp9",2005,1987,13151.2,0.338953,11243.54
"Cmult","Ramp9",2005,1988,10809.55,0.4055203,11292.55
"Cmult","Ramp9",2005,1989,8256.06,0.3301546,19039.99
"Cmult","Ramp9",2005,1990,7165.178,0.2308414,23901.11
"Cmult","Ramp9",2005,1991,6656.974,0.3771978,23300.72
"Cmult","Ramp9",2005,1992,5939.078,0.4000902,36573.47
"Cmult","Ramp9",2005,1993,5674.202,0.6343625,64618.97
"Cmult","Ramp9",2005,1994,5479.765,0.7276005,66381.46
"Cmult","Ramp9",2005,1995,6899.436,0.5186523,51098.45
"Cmult","Ramp9",2005,1996,9089.986,0.4886706,76413.3
"Cmult","Ramp9",2005,1997,11570.88,0.4584516,102677.9
"Cmult","Ramp9",2005,1998,15896.4,0.4339216,108770.4
"Cmult","Ramp9",2005,1999,19616.26,0.3779211,104750.6
"Cmult","Ramp9",2005,2000,22008.28,0.424213,72486.08
"Cmult","Ramp9",2005,2001,23620.41,0.5173729,48220.16
"Cmult","Ramp9",2005,2002,26635.82,0.507192,24229.56
"Cmult","Ramp9",2005,2003,26322.31,0.6806869,20045.85
"Cmult","Ramp9",2005,2004,22522.52,0.8040199,26421.47
"Cmult","Ramp9",2005,2005,19333.8,1.115936,58551.86
"Cmult","Ramp9",2005,2006,12975.62,0.9827269,33691.12
"Cmult","Ramp9",2005,2007,11022.24,0.6463766,24657.21
"Cmult","Ramp9",2005,2008,11034.98,0.6713053,21577.6
"Cmult","Ramp9",2005,2009,12001.14,0.822187,36882.3
"Cmult","Ramp9",2005,2010,11646.09,0.8090637,44846.86
"Cmult","Ramp9",2005,2011,11514.69,0.8610029,23069.51
"Cmult","Ramp9",2005,2012,10611.54,1.06956,39952.93
"Cmult","Ramp9",2005,2013,9777.183,0.7917635,52305.94
"Cmult","Ramp9",2005,2014,11084.17,0.5798074,134810.9
"Cmult","Ramp9",2005,2015,13064,0.4304279,26055.1
"Cmult","Ramp9",2010,1982,22613.68,0.2093627,17001.58
"Cmult","Ramp9",2010,1983,19648.52,0.2994457,7904.633
"Cmult","Ramp9",2010,1984,16988.07,0.3650257,4386.015
"Cmult","Ramp9",2010,1985,15359.9,0.4059467,3288.687
"Cmult","Ramp9",2010,1986,13446.26,0.3853059,14056.62
"Cmult","Ramp9",2010,1987,11610.82,0.3467452,9228.624
"Cmult","Ramp9",2010,1988,9412.587,0.4159592,9009.839
"Cmult","Ramp9",2010,1989,7069.042,0.3544334,14492.13
"Cmult","Ramp9",2010,1990,5966.803,0.2624825,16302.06
"Cmult","Ramp9",2010,1991,5346.918,0.4255628,13795.66
"Cmult","Ramp9",2010,1992,4536.57,0.4753825,18699.68
"Cmult","Ramp9",2010,1993,4007.44,0.8045364,29341.39
"Cmult","Ramp9",2010,1994,3432.93,1.053707,27755.81
"Cmult","Ramp9",2010,1995,3690.552,0.9545497,20362.74
"Cmult","Ramp9",2010,1996,4067.519,0.7531302,29805.3
"Cmult","Ramp9",2010,1997,4725.608,0.6052946,40080.51
"Cmult","Ramp9",2010,1998,6250.478,0.4840571,43245.1
"Cmult","Ramp9",2010,1999,7662.035,0.3530569,42882.88
"Cmult","Ramp9",2010,2000,8795.768,0.3408854,31061.52
"Cmult","Ramp9",2010,2001,9814.647,0.4354741,21735.27
"Cmult","Ramp9",2010,2002,11337.31,0.4322657,11389.08
"Cmult","Ramp9",2010,2003,11418.07,0.6092706,9793.459
"Cmult","Ramp9",2010,2004,10022.03,0.7292254,13319.59
"Cmult","Ramp9",2010,2005,8899.569,0.9834518,30239.87
"Cmult","Ramp9",2010,2006,6327.685,0.8594886,17690.92
"Cmult","Ramp9",2010,2007,5650.758,0.558207,13093.91
"Cmult","Ramp9",2010,2008,5838.195,0.6012454,11542.31
"Cmult","Ramp9",2010,2009,6438.965,0.763986,19847.64
"Cmult","Ramp9",2010,2010,6298.604,0.7882177,24175.33
"Cmult","Ramp9",2010,2011,6224.403,0.8423632,12462.5
"Cmult","Ramp9",2010,2012,5760.782,1.045476,21557.26
"Cmult","Ramp9",2010,2013,5341.005,0.7661473,28107.93
"Cmult","Ramp9",2010,2014,6090.027,0.5545668,71478.52
"Cmult","Ramp9",2010,2015,7200.435,0.4089549,13983.12
"Mmult All Ages","Sudden",1995,1982,20957.72,0.223391,19740.59
"Mmult All Ages","Sudden",1995,1983,18095.3,0.317609,9550.02
"Mmult All Ages","Sudden",1995,1984,15661.7,0.3920138,5578.386
"Mmult All Ages","Sudden",1995,1985,14211.06,0.4529099,4354.687
"Mmult All Ages","Sudden",1995,1986,12406.25,0.4404397,17962.16
"Mmult All Ages","Sudden",1995,1987,10698.3,0.3950674,12409.82
"Mmult All Ages","Sudden",1995,1988,8598.902,0.4812306,12914.04
"Mmult All Ages","Sudden",1995,1989,6340.695,0.4126861,22693.99
"Mmult All Ages","Sudden",1995,1990,5364.99,0.2901716,31313.25
"Mmult All Ages","Sudden",1995,1991,5098.422,0.4566642,35207.63
"Mmult All Ages","Sudden",1995,1992,4882.522,0.4429645,65554.7
"Mmult All Ages","Sudden",1995,1993,5054.92,0.8038603,141773.4
"Mmult All Ages","Sudden",1995,1994,5760.395,0.8350334,182584.1
"Mmult All Ages","Sudden",1995,1995,8355.186,0.5950673,177735.5
"Mmult All Ages","Sudden",1995,1996,9076.281,0.4511631,238925.2
"Mmult All Ages","Sudden",1995,1997,9811.7,0.3656779,289962.7
"Mmult All Ages","Sudden",1995,1998,11892.87,0.3189152,277685.6
"Mmult All Ages","Sudden",1995,1999,12563.7,0.268913,253326.5
"Mmult All Ages","Sudden",1995,2000,12282.06,0.2990043,175727.6
"Mmult All Ages","Sudden",1995,2001,11873.2,0.3586677,119380.3
"Mmult All Ages","Sudden",1995,2002,12439.19,0.3388514,59896.88
"Mmult All Ages","Sudden",1995,2003,11269.06,0.4270972,49612.87
"Mmult All Ages","Sudden",1995,2004,9356.491,0.465519,65587.45
"Mmult All Ages","Sudden",1995,2005,8449.519,0.5711246,149061.7
"Mmult All Ages","Sudden",1995,2006,5940.273,0.4779074,85738.71
"Mmult All Ages","Sudden",1995,2007,5217.298,0.309425,63544.9
"Mmult All Ages","Sudden",1995,2008,5194.662,0.3459878,56172.15
"Mmult All Ages","Sudden",1995,2009,5986.168,0.422938,96496.55
"Mmult All Ages","Sudden",1995,2010,5589.452,0.3923356,115776
"Mmult All Ages","Sudden",1995,2011,5375.705,0.4065761,57616.09
"Mmult All Ages","Sudden",1995,2012,5292.472,0.4844768,97570.48
"Mmult All Ages","Sudden",1995,2013,5546.379,0.3387949,119569
"Mmult All Ages","Sudden",1995,2014,6087.68,0.2528451,304538
"Mmult All Ages","Sudden",1995,2015,6467.879,0.2058698,53600.57
"Mmult All Ages","Sudden",2000,1982,21497.19,0.2190383,17599.37
"Mmult All Ages","Sudden",2000,1983,18526.66,0.3129096,8324.573
"Mmult All Ages","Sudden",2000,1984,15905.98,0.3824635,4722.589
"Mmult All Ages","Sudden",2000,1985,14299.03,0.4307177,3596.852
"Mmult All Ages","Sudden",2000,1986,12433.96,0.4141259,14998.72
"Mmult All Ages","Sudden",2000,1987,10671.56,0.3748527,9964.144
"Mmult All Ages","Sudden",2000,1988,8554.836,0.4554967,9805.746
"Mmult All Ages","Sudden",2000,1989,6301.213,0.3968025,15609.38
"Mmult All Ages","Sudden",2000,1990,5239.588,0.2934458,17527.92
"Mmult All Ages","Sudden",2000,1991,4730.338,0.4740869,15098.69
"Mmult All Ages","Sudden",2000,1992,4104.624,0.5167899,21150.28
"Mmult All Ages","Sudden",2000,1993,3674.11,0.9180335,35036.04
